True,False,True,0:00:06.537338,0.56,0.56,10000000,False
True,False,True,0:00:06.537376,0.58,0.58,10000000,False
True,False,True,0:00:03.268673,0.6,0.6,20000000,False
True,False,True,0:00:03.268714,0.62,0.62,20000000,False
True,False,True,0:00:03.268694,0.64,0.64,20000000,False
True,False,True,0:00:02.179124,0.66,0.66,30000000,False
True,False,True,0:00:02.179153,0.68,0.68,30000000,False
True,False,True,0:00:01.634356,0.7,0.7,40000000,False
True,False,True,0:00:01.634372,0.72,0.72,40000000,False
True,False,True,0:00:01.634372,0.74,0.74,40000000,False
True,False,True,0:00:01.307508,0.76,0.76,50000000,False
True,False,True,0:00:01.307496,0.78,0.78,50000000,False
True,False,True,0:00:01.089573,0.8,0.8,60000000,False
True,False,True,0:00:01.089593,0.82,0.82,60000000,False
True,False,True,0:00:01.089601,0.84,0.84,60000000,False
True,False,True,0:00:00.933940,0.86,0.86,70000000,False
True,False,True,0:00:00.933926,0.88,0.88,70000000,False
True,False,True,0:00:00.933936,0.9,0.9,70000000,False
True,False,True,0:00:00.817195,0.92,0.92,80000000,False
True,False,True,0:00:00.817205,0.94,0.94,80000000,False